Time,Frequency 1C712FB8 (Hgr Katwa - Labo),Frequency AEBA416D (Hgr Katwa - Cabine),Voltage 1C712FB8 (Hgr Katwa - Labo),Voltage AEBA416D (Hgr Katwa - Cabine),Generator_ON
1/1/23 17:40,50,50,223,214,FALSE
1/1/23 17:42,49.8,49.8,221,214,FALSE
1/1/23 17:44,50,50,219,214,FALSE
1/1/23 17:46,49.9,49.8,220,214,FALSE
1/1/23 17:48,50,49.8,220,214,FALSE
1/1/23 17:50,50,50,221,209,FALSE
1/1/23 17:52,49.8,50,221,208,FALSE
1/1/23 17:54,49.7,49.8,221,209,FALSE
1/1/23 17:56,49.8,49.8,221,209,FALSE
1/1/23 17:58,49.7,49.8,221,209,FALSE
1/1/23 18:00,49.9,49.9,219,209,FALSE
1/1/23 18:02,49.9,50,221,211,FALSE
1/1/23 18:04,50,50,221,211,FALSE
1/1/23 18:06,49.9,50.1,219,211,FALSE
1/1/23 18:08,50.2,50,220,211,FALSE
1/1/23 18:10,50,50,218,208,FALSE
1/1/23 18:12,50,50,218,206,FALSE
1/1/23 18:14,49.9,50,217,206,FALSE
1/1/23 18:16,49.9,49.9,220,206,FALSE
1/1/23 18:18,50,50,220,206,FALSE
1/1/23 18:20,49.9,50,219,205,FALSE
1/1/23 18:22,50,49.8,219,207,FALSE
1/1/23 18:24,49.9,49.9,219,205,FALSE
1/1/23 18:26,49.8,49.7,218,209,FALSE
1/1/23 18:28,50.1,49.8,219,209,FALSE
1/1/23 18:30,50.1,49.9,220,207,FALSE
1/1/23 18:32,49.8,49.9,219,207,FALSE
1/1/23 18:34,49.9,50,219,209,FALSE
1/1/23 18:36,50,50,219,209,FALSE
1/1/23 18:38,50.1,50.1,219,209,FALSE
1/1/23 18:40,50.1,50.2,220,209,FALSE
1/1/23 18:42,50.1,50.1,221,209,FALSE
1/1/23 18:44,49.8,49.8,218,209,FALSE
1/1/23 18:46,50.1,50,217,209,FALSE
1/1/23 18:48,50,50,217,209,FALSE
1/1/23 18:50,50.2,50.2,217,209,FALSE
1/1/23 18:52,50,50.1,218,209,FALSE
1/1/23 18:54,50,50,218,209,FALSE
1/1/23 18:56,50.1,50.1,218,209,FALSE
1/1/23 18:58,50,50.1,218,209,FALSE
1/1/23 19:00,49.9,50,218,209,FALSE
1/1/23 19:02,50,50,219,209,FALSE
1/1/23 19:04,49.9,50,219,209,FALSE
1/1/23 19:06,50.1,50,219,209,FALSE
1/1/23 19:08,50.1,50.1,219,209,FALSE
1/1/23 19:10,50.1,50.1,219,209,FALSE
1/1/23 19:12,49.8,49.9,219,209,FALSE
1/1/23 19:14,49.9,49.9,220,209,FALSE
1/1/23 19:16,49.9,50,219,209,FALSE
1/1/23 19:18,50,50,219,209,FALSE
1/1/23 19:20,49.9,49.9,221,209,FALSE
1/1/23 19:22,49.8,49.9,222,210,FALSE
1/1/23 19:24,49.8,49.7,222,210,FALSE
1/1/23 19:26,49.8,49.9,223,211,FALSE
1/1/23 19:28,49.8,49.9,222,211,FALSE
1/1/23 19:30,50.1,50.1,220,211,FALSE
1/1/23 19:32,50,50.1,220,212,FALSE
1/1/23 19:34,49.8,49.9,220,211,FALSE
1/1/23 19:36,49.8,49.8,220,212,FALSE
1/1/23 19:38,49.9,50,220,213,FALSE
1/1/23 19:40,49.8,49.8,219,213,FALSE
1/1/23 19:42,49.9,49.8,220,213,FALSE
1/1/23 19:44,49.8,49.8,219,213,FALSE
1/1/23 19:46,50,50,221,213,FALSE
1/1/23 19:48,50,50,221,213,FALSE
1/1/23 19:50,50,50,223,213,FALSE
1/1/23 19:52,50.1,50.1,222,214,FALSE
1/1/23 19:54,50,50.1,222,214,FALSE
1/1/23 19:56,50,49.9,222,214,FALSE
1/1/23 19:58,50.1,50,223,214,FALSE
1/1/23 20:00,50,50,224,214,FALSE
1/1/23 20:02,49.9,49.9,223,214,FALSE
1/1/23 20:04,50,49.9,223,214,FALSE
1/1/23 20:06,49.9,49.9,223,214,FALSE
1/1/23 20:08,50,50.1,223,215,FALSE
1/1/23 20:10,49.8,49.8,223,216,FALSE
1/1/23 20:12,49.9,49.9,223,216,FALSE
1/1/23 20:14,50,50,220,216,FALSE
1/1/23 20:16,49.9,50,220,216,FALSE
1/1/23 20:18,49.9,49.9,221,216,FALSE
1/1/23 20:20,50,49.9,221,216,FALSE
1/1/23 20:22,50.1,50,223,216,FALSE
1/1/23 20:24,50.1,50,225,217,FALSE
1/1/23 20:26,50.1,49.8,223,217,FALSE
1/1/23 20:28,49.9,50,223,217,FALSE
1/1/23 20:30,49.9,49.9,223,216,FALSE
1/1/23 20:32,50,50,224,216,FALSE
1/1/23 20:34,50.1,50.1,223,217,FALSE
1/1/23 20:36,49.9,50,222,217,FALSE
1/1/23 20:38,49.9,49.8,222,216,FALSE
1/1/23 20:40,50,49.9,222,216,FALSE
1/1/23 20:42,49.9,49.9,224,217,FALSE
1/1/23 20:44,49.8,49.7,223,217,FALSE
1/1/23 20:46,49.7,49.8,223,218,FALSE
1/1/23 20:48,50,50,224,220,FALSE
1/1/23 20:50,50.1,50,218,220,FALSE
1/1/23 20:52,50,50,219,219,FALSE
1/1/23 20:54,50,50,219,220,FALSE
1/1/23 20:56,49.9,49.8,219,219,FALSE
1/1/23 20:58,49.8,49.7,217,219,FALSE
1/1/23 21:00,49.9,49.9,217,219,FALSE
1/1/23 21:02,49.8,49.8,221,217,FALSE
1/1/23 21:04,49.9,49.8,223,218,FALSE
1/1/23 21:06,50,49.9,222,219,FALSE
1/1/23 21:08,49.8,49.7,216,219,FALSE
1/1/23 21:10,50,50,221,219,FALSE
1/1/23 21:12,50,49.9,221,219,FALSE
1/1/23 21:14,49.6,49.7,223,219,FALSE
1/1/23 21:16,49.9,49.9,223,219,FALSE
1/1/23 21:18,50,50.1,223,219,FALSE
1/1/23 21:20,50,50.1,223,219,FALSE
1/1/23 21:22,50,50,224,219,FALSE
1/1/23 21:24,49.9,49.9,225,219,FALSE
1/1/23 21:26,49.7,49.8,224,219,FALSE
1/1/23 21:28,49.9,49.9,226,219,FALSE
1/1/23 21:30,49.8,49.9,224,220,FALSE
1/1/23 21:32,49.9,49.9,225,219,FALSE
1/1/23 21:34,49.9,49.9,225,220,FALSE
1/1/23 21:36,50,50.1,225,220,FALSE
1/1/23 21:38,49.9,49.9,224,220,FALSE
1/1/23 21:40,49.9,49.9,224,219,FALSE
1/1/23 21:42,49.9,49.9,222,219,FALSE
1/1/23 21:44,50,50,221,225,FALSE
1/1/23 21:46,49.9,49.9,222,224,FALSE
1/1/23 21:48,49.7,49.7,222,226,FALSE
1/1/23 21:50,49.9,49.9,219,224,FALSE
1/1/23 21:52,49.9,49.9,223,226,FALSE
1/1/23 21:54,49.8,50,219,226,FALSE
1/1/23 21:56,50,49.9,223,225,FALSE
1/1/23 21:58,49.8,50,226,225,FALSE
1/1/23 22:00,50,49.9,226,226,FALSE
1/1/23 22:02,49.9,49.9,226,226,FALSE
1/1/23 22:04,50.1,50,226,226,FALSE
1/1/23 22:06,50,50,226,226,FALSE
1/1/23 22:08,49.9,49.9,224,226,FALSE
1/1/23 22:10,50.1,50,226,225,FALSE
1/1/23 22:12,49.9,49.7,225,225,FALSE
1/1/23 22:14,50,50,223,225,FALSE
1/1/23 22:16,50.2,49.9,224,226,FALSE
1/1/23 22:18,50,50,223,225,FALSE
1/1/23 22:20,50,49.9,224,225,FALSE
1/1/23 22:22,50,50.1,225,226,FALSE
1/1/23 22:24,49.6,49.8,224,225,FALSE
1/1/23 22:26,50.1,50,224,226,FALSE
1/1/23 22:28,50,49.9,221,226,FALSE
1/1/23 22:30,49.9,50,221,226,FALSE
1/1/23 22:32,49.9,49.8,221,226,FALSE
1/1/23 22:34,49.8,49.9,221,226,FALSE
1/1/23 22:36,49.9,50,223,226,FALSE
1/1/23 22:38,50,50,222,226,FALSE
1/1/23 22:40,50.1,50.1,222,226,FALSE
1/1/23 22:42,49.9,50,224,226,FALSE
1/1/23 22:44,50,49.9,224,226,FALSE
1/1/23 22:46,49.9,49.9,224,226,FALSE
1/1/23 22:48,50,50.2,224,226,FALSE
1/1/23 22:50,49.9,50,224,226,FALSE
1/1/23 22:52,50,50.1,224,226,FALSE
1/1/23 22:54,49.9,50,225,226,FALSE
1/1/23 22:56,50.1,49.9,226,226,FALSE
1/1/23 22:58,50,50.1,226,227,FALSE
1/1/23 23:00,50,49.8,225,226,FALSE
1/1/23 23:02,49.9,50.2,225,227,FALSE
1/1/23 23:04,50,50,225,227,FALSE
1/1/23 23:06,49.8,50,223,227,FALSE
1/1/23 23:08,49.7,49.8,224,226,FALSE
1/1/23 23:10,49.8,50.1,223,227,FALSE
1/1/23 23:12,50,49.9,221,226,FALSE
1/1/23 23:14,50.1,49.9,221,226,FALSE
1/1/23 23:16,49.9,49.8,221,226,FALSE
1/1/23 23:18,50,50.2,221,227,FALSE
1/1/23 23:20,50.1,50,221,227,FALSE
1/1/23 23:22,50,50,222,227,FALSE
1/1/23 23:24,49.8,49.9,223,227,FALSE
1/1/23 23:26,50,49.8,226,227,FALSE
1/1/23 23:28,50.1,50.1,226,227,FALSE
1/1/23 23:30,50,50,226,227,FALSE
1/1/23 23:32,50,50,226,227,FALSE
1/1/23 23:34,49.9,49.7,226,227,FALSE
1/1/23 23:36,49.9,49.9,226,227,FALSE
1/1/23 23:38,50,50,226,227,FALSE
1/1/23 23:40,49.6,49.9,226,227,FALSE
1/1/23 23:42,50,49.9,225,226,FALSE
1/1/23 23:44,50.1,49.4,226,226,FALSE
1/1/23 23:46,49.9,49.9,226,227,FALSE
1/1/23 23:48,49.9,49.8,225,227,FALSE
1/1/23 23:50,50,49.9,226,227,FALSE
1/1/23 23:52,50.1,50.1,224,228,FALSE
1/1/23 23:54,49.8,50,224,228,FALSE
1/1/23 23:56,50,49.8,223,227,FALSE
1/1/23 23:58,50.1,50,223,227,FALSE
1/2/23 0:00,49.8,49.8,223,227,FALSE
1/2/23 0:02,50,50,223,227,FALSE
1/2/23 0:04,49.8,50,223,227,FALSE
1/2/23 0:06,49.9,49.8,223,227,FALSE
1/2/23 0:08,50.2,49.9,224,227,FALSE
1/2/23 0:10,49.9,50,226,228,FALSE
1/2/23 0:12,50,49.9,227,227,FALSE
1/2/23 0:14,50.1,50.2,226,228,FALSE
1/2/23 0:16,49.8,50,225,228,FALSE
1/2/23 0:18,50,50.2,226,228,FALSE
1/2/23 0:20,49.8,49.9,226,227,FALSE
1/2/23 0:22,49.8,49.8,226,227,FALSE
1/2/23 0:24,49.8,49.7,226,227,FALSE
1/2/23 0:26,50,50,226,228,FALSE
1/2/23 0:28,49.6,49.8,226,228,FALSE
1/2/23 0:30,49.8,49.8,226,228,FALSE
1/2/23 0:32,50.1,49.9,226,228,FALSE
1/2/23 0:34,49.9,50.1,226,227,FALSE
1/2/23 0:36,50.1,50,226,228,FALSE
1/2/23 0:38,49.9,49.9,226,222,FALSE
1/2/23 0:40,49.9,49.9,221,210,FALSE
1/2/23 0:42,50,50,222,210,FALSE
1/2/23 0:44,49.8,49.9,222,210,FALSE
1/2/23 0:46,50,50,223,210,FALSE
1/2/23 0:48,50.2,50.3,223,210,FALSE
1/2/23 0:50,50.1,49.6,223,210,FALSE
1/2/23 0:52,50.1,50.1,223,210,FALSE
1/2/23 0:54,50.2,49.9,226,210,FALSE
1/2/23 0:56,49.9,50,226,210,FALSE
1/2/23 0:58,50.1,50.1,227,210,FALSE
1/2/23 1:00,50,50.3,227,210,FALSE
1/2/23 1:02,49.8,49.9,227,210,FALSE
1/2/23 1:04,50.1,50,227,210,FALSE
1/2/23 1:06,49.7,49.8,226,210,FALSE
1/2/23 1:08,50,50.1,227,210,FALSE
1/2/23 1:10,50,50,227,210,FALSE
1/2/23 1:12,49.9,49.9,227,210,FALSE
1/2/23 1:14,49.7,49.7,226,210,FALSE
1/2/23 1:16,49.9,50,227,210,FALSE
1/2/23 1:18,49.9,49.9,226,210,FALSE
1/2/23 1:20,49.9,49.8,226,210,FALSE
1/2/23 1:22,50.1,50.3,227,210,FALSE
1/2/23 1:24,49.8,49.6,223,210,FALSE
1/2/23 1:26,49.9,49.8,224,210,FALSE
1/2/23 1:28,50.1,50,224,211,FALSE
1/2/23 1:30,50.1,50.1,223,211,FALSE
1/2/23 1:32,50.1,49.9,223,210,FALSE
1/2/23 1:34,49.8,50,223,210,FALSE
1/2/23 1:36,50,49.9,223,210,FALSE
1/2/23 1:38,50.1,50.1,226,210,FALSE
1/2/23 1:40,49.8,49.8,226,210,FALSE
1/2/23 1:42,49.9,49.8,227,210,FALSE
1/2/23 1:44,49.9,49.8,228,210,FALSE
1/2/23 1:46,49.7,49.8,226,210,FALSE
1/2/23 1:48,50,49.9,227,210,FALSE
1/2/23 1:50,50.2,49.9,227,210,FALSE
1/2/23 1:52,49.8,49.8,226,210,FALSE
1/2/23 1:54,49.7,49.8,226,210,FALSE
1/2/23 1:56,50.2,50,228,211,FALSE
1/2/23 1:58,49.9,49.6,227,210,FALSE
1/2/23 2:00,49.8,49.8,226,210,FALSE
1/2/23 2:02,49.9,49.9,226,210,FALSE
1/2/23 2:04,49.8,49.8,226,210,FALSE
1/2/23 2:06,49.9,49.9,226,210,FALSE
1/2/23 2:08,50.1,50.2,224,211,FALSE
1/2/23 2:10,50.1,50,224,211,FALSE
1/2/23 2:12,49.8,49.8,224,211,FALSE
1/2/23 2:14,49.8,49.7,224,210,FALSE
1/2/23 2:16,50,49.9,223,211,FALSE
1/2/23 2:18,49.9,50,223,211,FALSE
1/2/23 2:20,50.1,50.2,223,211,FALSE
1/2/23 2:22,50,49.8,226,210,FALSE
1/2/23 2:24,50,49.9,226,210,FALSE
1/2/23 2:26,49.9,49.8,226,210,FALSE
1/2/23 2:28,49.9,50,225,210,FALSE
1/2/23 2:30,50,50.1,226,211,FALSE
1/2/23 2:32,49.8,49.8,226,210,FALSE
1/2/23 2:34,49.9,49.9,227,210,FALSE
1/2/23 2:36,50,50.1,227,210,FALSE
1/2/23 2:38,50,50,227,211,FALSE
1/2/23 2:40,49.8,49.9,228,210,FALSE
1/2/23 2:42,49.7,49.8,228,210,FALSE
1/2/23 2:44,49.9,49.8,228,210,FALSE
1/2/23 2:46,50,50,228,210,FALSE
1/2/23 2:48,49.9,50,228,210,FALSE
1/2/23 2:50,49.8,49.9,225,211,FALSE
1/2/23 2:52,49.9,50,226,211,FALSE
1/2/23 2:54,50.1,50,226,211,FALSE
1/2/23 2:56,50,50.1,226,211,FALSE
1/2/23 2:58,50.1,50,225,210,FALSE
1/2/23 3:00,49.8,49.8,225,210,FALSE
1/2/23 3:02,50,49.8,226,210,FALSE
1/2/23 3:04,49.9,49.9,228,210,FALSE
1/2/23 3:06,49.8,49.8,226,210,FALSE
1/2/23 3:08,49.7,49.8,226,210,FALSE
1/2/23 3:10,49.9,49.9,226,210,FALSE
1/2/23 3:12,50,50,227,211,FALSE
1/2/23 3:14,50,49.8,227,210,FALSE
1/2/23 3:16,50,49.9,227,211,FALSE
1/2/23 3:18,50,49.9,226,210,FALSE
1/2/23 3:20,49.9,49.8,227,210,FALSE
1/2/23 3:22,49.8,50.1,227,210,FALSE
1/2/23 3:24,49.9,49.9,227,210,FALSE
1/2/23 3:26,49.8,49.7,228,210,FALSE
1/2/23 3:28,50,50,227,211,FALSE
1/2/23 3:30,50.1,49.9,228,211,FALSE
1/2/23 3:32,50.2,50,227,210,FALSE
1/2/23 3:34,50,50,224,211,FALSE
1/2/23 3:36,49.9,50,225,211,FALSE
1/2/23 3:38,49.8,49.8,225,210,FALSE
1/2/23 3:40,49.8,50.1,225,211,FALSE
1/2/23 3:42,49.8,49.9,225,210,FALSE
1/2/23 3:44,49.7,49.9,224,211,FALSE
1/2/23 3:46,50,49.9,226,210,FALSE
1/2/23 3:48,50,50,228,210,FALSE
1/2/23 3:50,49.9,50,228,210,FALSE
1/2/23 3:52,49.9,49.8,228,210,FALSE
1/2/23 3:54,50.1,50.2,227,211,FALSE
1/2/23 3:56,49.9,49.8,227,210,FALSE
1/2/23 3:58,49.8,49.9,226,210,FALSE
1/2/23 4:00,49.9,49.8,226,210,FALSE
1/2/23 4:02,50,50,226,211,FALSE
1/2/23 4:04,49.8,49.9,225,211,FALSE
1/2/23 4:06,49.9,50,225,211,FALSE
1/2/23 4:08,50.1,50.3,226,211,FALSE
1/2/23 4:10,49.6,50,224,210,FALSE
1/2/23 4:12,50,50.1,226,211,FALSE
1/2/23 4:14,49.8,49.9,226,210,FALSE
1/2/23 4:16,50,50,226,210,FALSE
1/2/23 4:18,50,50,224,210,FALSE
1/2/23 4:20,49.9,50,225,210,FALSE
1/2/23 4:22,50.2,50,226,210,FALSE
1/2/23 4:24,50,50,226,210,FALSE
1/2/23 4:26,49.8,49.8,226,210,FALSE
1/2/23 4:28,49.7,49.8,226,210,FALSE
1/2/23 4:30,49.9,49.9,228,210,FALSE
1/2/23 4:32,49.7,49.8,228,210,FALSE
1/2/23 4:34,50.2,50.1,228,211,FALSE
1/2/23 4:36,49.7,49.9,228,211,FALSE
1/2/23 4:38,49.7,49.9,226,211,FALSE
1/2/23 4:40,49.8,50,227,211,FALSE
1/2/23 4:42,50.1,50,228,211,FALSE
1/2/23 4:44,49.9,50,228,211,FALSE
1/2/23 4:46,49.9,50,227,211,FALSE
1/2/23 4:48,50,50,228,211,FALSE
1/2/23 4:50,49.8,49.9,226,211,FALSE
1/2/23 4:52,49.9,50,226,212,FALSE
1/2/23 4:54,50.1,49.9,228,212,FALSE
1/2/23 4:56,49.8,49.8,227,213,FALSE
1/2/23 4:58,50,49.9,227,213,FALSE
1/2/23 5:00,49.8,50.1,225,214,FALSE
1/2/23 5:02,50,49.9,225,214,FALSE
1/2/23 5:04,50,50.1,226,214,FALSE
1/2/23 5:06,49.7,49.9,226,213,FALSE
1/2/23 5:08,50,49.8,226,209,FALSE
1/2/23 5:10,50.2,50,227,209,FALSE
1/2/23 5:12,50,49.9,227,209,FALSE
1/2/23 5:14,49.9,49.9,228,209,FALSE
1/2/23 5:16,50,49.9,228,210,FALSE
1/2/23 5:18,50.1,49.9,228,210,FALSE
1/2/23 5:20,50,49.9,228,210,FALSE
1/2/23 5:22,50.2,50,228,211,FALSE
1/2/23 5:24,50,50.1,228,211,FALSE
1/2/23 5:26,49.9,49.7,228,211,FALSE
1/2/23 5:28,49.7,49.8,228,211,FALSE
1/2/23 5:30,50.1,50.1,228,211,FALSE
1/2/23 5:32,49.6,49.9,227,211,FALSE
1/2/23 5:34,49.9,49.9,228,211,FALSE
1/2/23 5:36,50,50,228,212,FALSE
1/2/23 5:38,50.2,49.9,228,212,FALSE
1/2/23 5:40,49.7,49.7,228,211,FALSE
1/2/23 5:42,50.2,49.5,226,212,FALSE
1/2/23 5:44,49.6,49.9,223,211,FALSE
1/2/23 5:46,49.9,49.8,224,212,FALSE
1/2/23 5:48,50.1,49.6,223,214,FALSE
1/2/23 5:50,50.1,49.8,223,216,FALSE
1/2/23 5:52,50.1,49.8,223,215,FALSE
1/2/23 5:54,49.9,49.9,222,214,FALSE
1/2/23 5:56,49.9,50,225,215,FALSE
1/2/23 5:58,49.9,49.6,226,215,FALSE
1/2/23 6:00,49.9,50,226,216,FALSE
1/2/23 6:02,49.8,49.8,225,216,FALSE
1/2/23 6:04,50.2,50.1,226,216,FALSE
1/2/23 6:06,49.7,50,225,216,FALSE
1/2/23 6:08,50.1,49.8,226,217,FALSE
1/2/23 6:10,49.7,49.6,225,217,FALSE
1/2/23 6:12,49.9,49.8,226,217,FALSE
1/2/23 6:14,50,49.9,225,217,FALSE
1/2/23 6:16,49.9,50.3,212,220,FALSE
1/2/23 6:18,50.1,49.9,211,220,FALSE
1/2/23 6:20,49.8,49.9,211,219,FALSE
1/2/23 6:22,49.8,49.8,211,219,FALSE
1/2/23 6:24,49.9,49.9,211,219,FALSE
1/2/23 6:26,49.7,50.1,221,220,FALSE
1/2/23 6:28,49.9,50.1,222,219,FALSE
1/2/23 6:30,49.9,49.9,225,219,FALSE
1/2/23 6:32,50,49.9,225,222,FALSE
1/2/23 6:34,50,49.9,211,224,FALSE
1/2/23 6:36,49.7,50,211,224,FALSE
1/2/23 6:38,49.9,49.9,214,225,FALSE
1/2/23 6:40,50.1,50.1,215,224,FALSE
1/2/23 6:42,50.2,49.9,228,223,FALSE
1/2/23 6:44,50.1,50,228,223,FALSE
1/2/23 6:46,49.7,50,228,222,FALSE
1/2/23 6:48,50.1,50,230,222,FALSE
1/2/23 6:50,49.9,49.3,228,221,FALSE
1/2/23 6:52,49.9,50,228,222,FALSE
1/2/23 6:54,49.7,49.9,228,222,FALSE
1/2/23 6:56,49.9,49.8,228,221,FALSE
1/2/23 6:58,49.9,49.9,227,221,FALSE
1/2/23 7:00,49.9,49.9,227,220,FALSE
1/2/23 7:02,50.1,49.9,228,220,FALSE
1/2/23 7:04,49.9,49.8,228,220,FALSE
1/2/23 7:06,49.7,49.9,228,221,FALSE
1/2/23 7:08,49.9,50,226,221,FALSE
1/2/23 7:10,49.9,49.8,226,221,FALSE
1/2/23 7:12,50,49.9,227,222,FALSE
1/2/23 7:14,50,50,226,222,FALSE
1/2/23 7:16,49.9,50,223,222,FALSE
1/2/23 7:18,49.8,50.2,222,221,FALSE
1/2/23 7:20,50,50.1,223,221,FALSE
1/2/23 7:22,50.1,49.7,224,221,FALSE
1/2/23 7:24,50,49.7,223,221,FALSE
1/2/23 7:26,49.9,49.9,223,221,FALSE
1/2/23 7:28,50.1,50.2,225,220,FALSE
1/2/23 7:30,50.2,50.2,225,220,FALSE
1/2/23 7:32,49.7,50.1,223,219,FALSE
1/2/23 7:34,49.8,49.8,225,214,FALSE
1/2/23 7:36,49.8,50,224,219,FALSE
1/2/23 7:38,49.8,49.8,225,214,FALSE
1/2/23 7:40,49.8,50.1,223,219,FALSE
1/2/23 7:42,50,49.9,219,220,FALSE
1/2/23 7:44,49.9,49.8,225,214,FALSE
1/2/23 7:46,49.8,49.9,221,219,FALSE
1/2/23 7:48,49.9,50.1,226,214,FALSE
1/2/23 7:50,50,49.9,223,213,FALSE
1/2/23 7:52,49.9,50.1,218,218,FALSE
1/2/23 7:54,49.9,50.1,222,217,FALSE
1/2/23 7:56,50,49.8,222,211,FALSE
1/2/23 7:58,50.1,49.7,221,216,FALSE
1/2/23 8:00,50.2,49.9,221,216,FALSE
1/2/23 8:02,49.7,50,222,214,FALSE
1/2/23 8:04,50,50.1,225,215,FALSE
1/2/23 8:06,50.2,50,225,214,FALSE
1/2/23 8:08,49.9,49.9,223,214,FALSE
1/2/23 8:10,50.3,49.9,223,214,FALSE
1/2/23 8:12,50.2,50.2,223,214,FALSE
1/2/23 8:14,49.9,50,224,214,FALSE
1/2/23 8:16,50,50,224,213,FALSE
1/2/23 8:18,50,50,220,214,FALSE
1/2/23 8:20,50.1,50.1,222,209,FALSE
1/2/23 8:22,49.7,50,223,213,FALSE
1/2/23 8:24,49.9,49.9,223,213,FALSE
1/2/23 8:26,49.9,50.1,223,213,FALSE
1/2/23 8:28,49.8,49.8,223,209,FALSE
1/2/23 8:30,49.7,49.9,223,210,FALSE
1/2/23 8:32,49.9,50.1,221,212,FALSE
1/2/23 8:34,50.1,50.2,223,212,FALSE
1/2/23 8:36,50.2,50.1,221,211,FALSE
1/2/23 8:38,50.4,50.4,219,212,FALSE
1/2/23 8:40,50,50.1,218,207,FALSE
1/2/23 8:42,50,50,218,207,FALSE
1/2/23 8:44,49.8,49.8,219,205,FALSE
1/2/23 8:46,50,50,215,209,FALSE
1/2/23 8:48,49.9,49.9,215,211,FALSE
1/2/23 8:50,50,50.1,220,209,FALSE
1/2/23 8:52,49.9,50,206,208,FALSE
1/2/23 8:54,50,49.9,213,208,FALSE
1/2/23 8:56,50.2,50.1,217,209,FALSE
1/2/23 8:58,50.2,50.2,215,212,FALSE
1/2/23 9:00,50,50.1,221,209,FALSE
1/2/23 9:02,50,50.1,210,209,FALSE
1/2/23 9:04,49.9,49.8,218,207,FALSE
1/2/23 9:06,49.5,49.6,211,210,FALSE
1/2/23 9:08,49.8,49.8,219,206,FALSE
1/2/23 9:10,50,50.1,219,207,FALSE
1/2/23 9:12,49.6,49.7,219,207,FALSE
1/2/23 9:14,49.7,49.7,216,208,FALSE
1/2/23 9:16,49.7,49.6,216,207,FALSE
1/2/23 9:18,49.9,49.9,217,207,FALSE
1/2/23 9:20,49.9,49.9,214,205,FALSE
1/2/23 9:22,50,50.1,216,207,FALSE
1/2/23 9:24,49.8,49.8,216,206,FALSE
1/2/23 9:26,49.5,49.5,213,207,FALSE
1/2/23 9:28,50.1,50,216,207,FALSE
1/2/23 9:30,50,50.1,216,207,FALSE
1/2/23 9:32,50,50.1,219,208,FALSE
1/2/23 9:34,50,49.8,218,206,FALSE
1/2/23 9:36,49.8,49.8,218,206,FALSE
1/2/23 9:38,50,49.8,213,207,FALSE
1/2/23 9:40,49.8,49.6,215,207,FALSE
1/2/23 9:42,50,50.2,217,209,FALSE
1/2/23 9:44,50.1,50.1,218,207,FALSE
1/2/23 9:46,50,50,214,207,FALSE
1/2/23 9:48,49.9,50.1,216,209,FALSE
1/2/23 9:50,49.9,49.9,219,207,FALSE
1/2/23 9:52,49.8,49.7,215,207,FALSE
1/2/23 9:54,50,49.7,202,207,FALSE
1/2/23 9:56,50,49.9,195,209,FALSE
1/2/23 9:58,49.7,49.9,198,205,FALSE
1/2/23 10:00,49.9,50,197,207,FALSE
1/2/23 10:02,49.9,49.8,199,206,FALSE
1/2/23 10:04,49.6,49.6,214,197,FALSE
1/2/23 10:06,49.9,49.9,202,199,FALSE
1/2/23 10:08,50,50,201,197,FALSE
1/2/23 10:10,49.9,50.1,214,204,FALSE
1/2/23 10:12,49.6,49.6,217,199,FALSE
1/2/23 10:14,50.1,49.8,216,202,FALSE
1/2/23 10:16,50,50.1,215,202,FALSE
1/2/23 10:18,50,49.9,208,204,FALSE
1/2/23 10:20,50.2,50,214,202,FALSE
1/2/23 10:22,50,50.1,212,203,FALSE
1/2/23 10:24,49.9,49.7,215,203,FALSE
1/2/23 10:26,49.9,49.8,212,203,FALSE
1/2/23 10:28,49.9,49.8,215,194,FALSE
1/2/23 10:30,50,49.8,207,205,FALSE
1/2/23 10:32,49.9,49.8,210,203,FALSE
1/2/23 10:34,50.5,50.3,216,207,FALSE
1/2/23 10:36,50.1,50,218,203,FALSE
1/2/23 10:38,50,49.8,209,194,FALSE
1/2/23 10:40,49.8,49.7,211,198,FALSE
1/2/23 10:42,49.7,50,211,206,FALSE
1/2/23 10:44,50.2,50.2,215,204,FALSE
1/2/23 10:46,49.9,50.1,205,206,FALSE
1/2/23 10:48,50,50,213,205,FALSE
1/2/23 10:50,49.9,49.8,214,202,FALSE
1/2/23 10:52,50,50.1,218,201,FALSE
1/2/23 10:54,50.2,50,215,202,FALSE
1/2/23 10:56,49.9,49.7,214,202,FALSE
1/2/23 10:58,49.7,49.5,211,202,FALSE
1/2/23 11:00,49.8,49.6,219,204,FALSE
1/2/23 11:02,49.9,49.9,216,199,FALSE
1/2/23 11:04,50.1,50.1,210,199,FALSE
1/2/23 11:06,50.1,50.1,211,197,FALSE
1/2/23 11:08,49.9,50,216,199,FALSE
1/2/23 11:10,50.3,50.2,216,197,FALSE
1/2/23 11:12,49.7,49.7,214,197,FALSE
1/2/23 11:14,49.7,49.5,216,197,FALSE
1/2/23 11:16,50,49.9,216,202,FALSE
1/2/23 11:18,50.1,49.9,216,205,FALSE
1/2/23 11:20,50.1,50,214,200,FALSE
1/2/23 11:22,50.2,50,211,193,FALSE
1/2/23 11:24,49.7,49.8,217,194,FALSE
1/2/23 11:26,49.9,49.8,215,190,FALSE
1/2/23 11:28,50.2,50,207,200,FALSE
1/2/23 11:30,50,49.9,214,203,FALSE
