Time,Frequency A27FD0AE (Ch Matanda - Control room),Frequency E62B2EA3 (Ch Matanda - Radiologie),Voltage A27FD0AE (Ch Matanda - Control room),Voltage E62B2EA3 (Ch Matanda - Radiologie),Generator_ON
1/6/23 23:12,50.1,49.8,229,228,
1/6/23 23:14,50,50,228,229,
1/6/23 23:16,50,49.9,228,228,
1/6/23 23:18,49.8,50.1,229,229,
1/6/23 23:20,49.7,49.9,229,229,
1/6/23 23:22,50,50.1,229,230,
1/6/23 23:24,50,49.9,229,229,
1/6/23 23:26,50,49.9,229,230,
1/6/23 23:28,49.9,49.9,228,228,
1/6/23 23:30,50,50,228,228,
1/6/23 23:32,50,50,228,228,
1/6/23 23:34,50,50.1,228,229,
1/6/23 23:36,49.9,50,228,228,
1/6/23 23:38,50.1,50,228,228,
1/6/23 23:40,50,49.7,228,228,
1/6/23 23:42,50,49.9,228,228,
1/6/23 23:44,49.9,50.1,228,228,
1/6/23 23:46,49.8,49.9,229,230,
1/6/23 23:48,49.7,49.7,229,230,
1/6/23 23:50,49.9,50,230,230,
1/6/23 23:52,50,50.1,230,231,
1/6/23 23:54,50,49.7,230,230,
1/6/23 23:56,49.8,50.2,230,231,
1/6/23 23:58,50,50,230,231,
1/7/23 0:00,50.1,50,230,230,
1/7/23 0:02,49.8,50,230,230,
1/7/23 0:04,49.8,50,230,230,
1/7/23 0:06,50,49.9,230,230,
1/7/23 0:08,50,49.9,229,230,
1/7/23 0:10,50.1,49.8,230,231,
1/7/23 0:12,50.1,50,230,231,
1/7/23 0:14,49.7,50.1,230,231,
1/7/23 0:16,49.9,49.9,230,231,
1/7/23 0:18,49.9,50.1,231,231,
1/7/23 0:20,49.8,50.1,229,229,
1/7/23 0:22,50,49.9,229,229,
1/7/23 0:24,50,50,230,230,
1/7/23 0:26,49.9,50,229,230,
1/7/23 0:28,49.9,49.9,229,229,
1/7/23 0:30,50,49.8,229,230,
1/7/23 0:32,50,49.8,230,230,
1/7/23 0:34,50,49.9,229,230,
1/7/23 0:36,49.9,50.1,229,230,
1/7/23 0:38,49.8,50,230,230,
1/7/23 0:40,49.9,49.9,231,231,
1/7/23 0:42,50,50.1,231,231,
1/7/23 0:44,50,50,231,232,
1/7/23 0:46,50,49.9,231,231,
1/7/23 0:48,50,50,231,232,
1/7/23 0:50,50.1,49.8,231,232,
1/7/23 0:52,50,50,231,231,
1/7/23 0:54,50,49.9,231,231,
1/7/23 0:56,49.9,50,231,231,
1/7/23 0:58,50.1,50,231,231,
1/7/23 1:00,50,49.9,231,231,
1/7/23 1:02,50.1,50,231,231,
1/7/23 1:04,49.9,50,231,232,
1/7/23 1:06,50,50.1,231,231,
1/7/23 1:08,50,49.9,231,231,
1/7/23 1:10,49.8,50.1,231,231,
1/7/23 1:12,50,49.9,230,231,
1/7/23 1:14,49.9,50,230,231,
1/7/23 1:16,49.9,49.9,230,230,
1/7/23 1:18,50,49.9,230,230,
1/7/23 1:20,49.9,50.1,230,230,
1/7/23 1:22,50,50.1,230,231,
1/7/23 1:24,49.9,50,230,231,
1/7/23 1:26,49.9,50,231,231,
1/7/23 1:28,49.9,49.9,231,231,
1/7/23 1:30,49.9,49.9,231,232,
1/7/23 1:32,49.9,50,231,231,
1/7/23 1:34,50.1,50,231,231,
1/7/23 1:36,50,50,231,231,
1/7/23 1:38,50,50.1,231,231,
1/7/23 1:40,50,50,231,231,
1/7/23 1:42,50,50,231,231,
1/7/23 1:44,50.1,49.9,231,231,
1/7/23 1:46,50,50.1,231,231,
1/7/23 1:48,49.8,50,231,231,
1/7/23 1:50,49.8,49.9,231,231,
1/7/23 1:52,49.9,50,231,231,
1/7/23 1:54,49.8,50.1,232,232,
1/7/23 1:56,50,50,231,232,
1/7/23 1:58,50,49.8,231,231,
1/7/23 2:00,49.8,50.1,231,231,
1/7/23 2:02,49.9,50.1,231,231,
1/7/23 2:04,50,50.1,231,231,
1/7/23 2:06,50,49.9,231,231,
1/7/23 2:08,50,49.9,231,231,
1/7/23 2:10,50,50,231,231,
1/7/23 2:12,50,50.1,231,231,
1/7/23 2:14,50.1,49.9,231,231,
1/7/23 2:16,49.9,50,231,231,
1/7/23 2:18,49.9,49.9,231,231,
1/7/23 2:20,50,50,230,230,
1/7/23 2:22,49.9,50.1,231,231,
1/7/23 2:24,50.2,50,232,232,
1/7/23 2:26,49.9,50.1,232,232,
1/7/23 2:28,49.8,50,231,231,
1/7/23 2:30,50,49.9,231,232,
1/7/23 2:32,50,50,231,232,
1/7/23 2:34,50,49.8,231,232,
1/7/23 2:36,49.9,49.7,231,231,
1/7/23 2:38,50.1,49.9,231,231,
1/7/23 2:40,50,50.1,231,231,
1/7/23 2:42,49.9,49.9,231,232,
1/7/23 2:44,50,50,232,233,
1/7/23 2:46,50,49.9,232,232,
1/7/23 2:48,50,49.8,231,231,
1/7/23 2:50,49.9,50,231,231,
1/7/23 2:52,50,50.3,231,231,
1/7/23 2:54,50.4,49.9,231,231,
1/7/23 2:56,50.1,50,231,231,
1/7/23 2:58,50.2,50,231,231,
1/7/23 3:00,50.1,50,231,231,
1/7/23 3:02,50.1,50,231,231,
1/7/23 3:04,49.8,50,231,231,
1/7/23 3:06,50.1,49.8,231,231,
1/7/23 3:08,50,49.9,231,231,
1/7/23 3:10,50,50,231,231,
1/7/23 3:12,49.9,49.9,231,231,
1/7/23 3:14,49.9,50,231,232,
1/7/23 3:16,49.9,50,231,232,
1/7/23 3:18,50,50,231,232,
1/7/23 3:20,50,49.9,231,232,
1/7/23 3:22,49.9,49.9,232,232,
1/7/23 3:24,50.1,49.9,232,232,
1/7/23 3:26,49.9,50.1,231,231,
1/7/23 3:28,49.9,49.9,231,231,
1/7/23 3:30,49.9,50,231,231,
1/7/23 3:32,49.9,50,231,231,
1/7/23 3:34,50,50,231,232,
1/7/23 3:36,49.9,49.9,231,232,
1/7/23 3:38,49.8,50,231,232,
1/7/23 3:40,50,50,231,231,
1/7/23 3:42,49.8,50,231,231,
1/7/23 3:44,50.1,50,231,231,
1/7/23 3:46,50,49.9,231,231,
1/7/23 3:48,49.9,49.9,231,231,
1/7/23 3:50,50,50,231,231,
1/7/23 3:52,50,50,231,231,
1/7/23 3:54,50,50,231,231,
1/7/23 3:56,49.9,50.1,231,231,
1/7/23 3:58,50,50.2,231,231,
1/7/23 4:00,50.4,49.8,231,231,
1/7/23 4:02,49.8,50.1,231,231,
1/7/23 4:04,50.1,50,231,231,
1/7/23 4:06,49.9,50,231,232,
1/7/23 4:08,50,50,232,232,
1/7/23 4:10,50,49.9,231,231,
1/7/23 4:12,49.9,50,231,232,
1/7/23 4:14,50,50.1,232,232,
1/7/23 4:16,50,50.1,231,232,
1/7/23 4:18,50.1,49.9,232,232,
1/7/23 4:20,50,50.1,231,232,
1/7/23 4:22,50,49.8,232,232,
1/7/23 4:24,50,50.1,232,232,
1/7/23 4:26,49.9,50,232,232,
1/7/23 4:28,49.9,50.1,231,232,
1/7/23 4:30,50,49.9,232,232,
1/7/23 4:32,49.9,50,231,231,
1/7/23 4:34,50.2,50,231,231,
1/7/23 4:36,49.9,49.9,231,231,
1/7/23 4:38,49.9,50,231,231,
1/7/23 4:40,50.1,50,231,231,
1/7/23 4:42,50.1,50,231,231,
1/7/23 4:44,49.9,49.9,231,231,
1/7/23 4:46,49.9,50,231,231,
1/7/23 4:48,49.9,50,231,231,
1/7/23 4:50,50,50,231,231,
1/7/23 4:52,50,49.8,231,231,
1/7/23 4:54,49.9,50,231,231,
1/7/23 4:56,50.1,49.9,231,231,
1/7/23 4:58,50.1,50,231,231,
1/7/23 5:00,50,50,231,231,
1/7/23 5:02,50.1,50,232,233,
1/7/23 5:04,49.9,49.6,233,233,
1/7/23 5:06,50.4,49.9,232,232,
1/7/23 5:08,50,50,232,233,
1/7/23 5:10,50,50,232,232,
1/7/23 5:12,49.8,49.9,231,232,
1/7/23 5:14,49.9,50,231,232,
1/7/23 5:16,49.8,49.7,232,232,
1/7/23 5:18,49.8,50.1,232,232,
1/7/23 5:20,50,49.9,233,233,
1/7/23 5:22,50,50,233,233,
1/7/23 5:24,50,49.9,233,233,
1/7/23 5:26,49.9,49.7,233,233,
1/7/23 5:28,49.9,49.9,231,231,
1/7/23 5:30,49.6,49.7,231,231,
1/7/23 5:32,50,49.9,231,231,
1/7/23 5:34,49.8,50.1,231,231,
1/7/23 5:36,50.2,50,231,231,
1/7/23 5:38,50,49.8,231,230,
1/7/23 5:40,50.1,50,230,229,
1/7/23 5:42,49.9,50.1,229,229,
1/7/23 5:44,49.9,49.8,230,230,
1/7/23 5:46,49.9,50,230,229,
1/7/23 5:48,49.6,50.1,229,230,
1/7/23 5:50,50,50.1,231,231,
1/7/23 5:52,50.1,50,231,231,
1/7/23 5:54,49.8,49.9,231,231,
1/7/23 5:56,50,49.7,231,232,
1/7/23 5:58,50.1,49.8,234,234,
1/7/23 6:00,49.8,50,234,234,
1/7/23 6:02,49.9,50,234,236,
1/7/23 6:04,50,50.2,233,234,
1/7/23 6:06,50,50,228,228,
1/7/23 6:08,50.2,49.8,227,227,
1/7/23 6:10,50,49.8,226,226,
1/7/23 6:12,49.7,50.1,227,227,
1/7/23 6:14,50.1,49.6,226,226,
1/7/23 6:16,50,50.1,232,233,
1/7/23 6:18,50,50,231,233,
1/7/23 6:20,49.9,49.5,229,229,
1/7/23 6:22,50.1,49.6,231,234,
1/7/23 6:24,50.1,50.1,231,231,
1/7/23 6:26,49.8,49.8,231,231,
1/7/23 6:28,50.2,50.2,229,229,
1/7/23 6:30,49.7,49.8,229,230,
1/7/23 6:32,49.8,49.9,220,219,
1/7/23 6:34,50,50.1,220,220,
1/7/23 6:36,50.2,50.1,227,228,
1/7/23 6:38,49.9,49.9,226,226,
1/7/23 6:40,49.8,49.8,226,226,
1/7/23 6:42,49.9,49.9,230,230,
1/7/23 6:44,50,49.9,228,228,
1/7/23 6:46,49.9,50,228,228,
1/7/23 6:48,49.8,49.8,228,228,
1/7/23 6:50,49.8,49.8,223,224,
1/7/23 6:52,50.1,50.1,228,228,
1/7/23 6:54,50.1,50.2,225,225,
1/7/23 6:56,50.1,50,226,227,
1/7/23 6:58,49.9,49.8,226,226,
1/7/23 7:00,49.8,49.9,226,226,
1/7/23 7:02,49.7,49.8,226,226,
1/7/23 7:04,49.8,49.9,226,227,
1/7/23 7:06,49.8,49.8,227,228,
1/7/23 7:08,50,49.9,220,221,
1/7/23 7:10,49.7,49.8,221,221,
1/7/23 7:12,49.8,49.8,221,221,
1/7/23 7:14,50,50,220,220,
1/7/23 7:16,50.3,50.4,227,228,
1/7/23 7:18,49.7,49.6,226,227,
1/7/23 7:20,50.2,50.2,227,227,
1/7/23 7:22,50.5,50.5,226,226,
1/7/23 7:24,50,50,226,226,
1/7/23 7:26,49.7,49.7,226,226,
1/7/23 7:28,50,50.1,226,226,
1/7/23 7:30,49.9,49.8,225,226,
1/7/23 7:32,50.1,50,227,227,
1/7/23 7:34,50,50,226,226,
1/7/23 7:36,50,49.9,225,226,
1/7/23 7:38,50.1,50.2,223,224,
1/7/23 7:40,49.9,49.9,225,226,
1/7/23 7:42,49.8,49.8,224,224,
1/7/23 7:44,50.2,50.2,223,224,
1/7/23 7:46,50,50,223,223,
1/7/23 7:48,50,49.9,224,224,
1/7/23 7:50,50.2,50.2,223,223,
1/7/23 7:52,49.7,49.6,223,223,
1/7/23 7:54,50.7,50.7,224,224,
1/7/23 7:56,50.2,50.1,223,223,
1/7/23 7:58,49.7,49.7,222,222,
1/7/23 8:00,49.8,49.8,223,223,
1/7/23 8:02,49.9,49.8,217,217,
1/7/23 8:04,49.9,49.9,215,215,
1/7/23 8:06,49.8,49.8,222,222,
1/7/23 8:08,49.8,49.8,220,221,
1/7/23 8:10,50.6,50.5,221,221,
1/7/23 8:12,50.3,50.3,221,221,
1/7/23 8:14,50.7,50.7,223,223,
1/7/23 8:16,50.2,50.2,225,225,
1/7/23 8:18,50.1,50,219,220,
1/7/23 8:20,49.9,49.8,223,223,
1/7/23 8:22,50.1,50.1,219,219,
1/7/23 8:24,50.4,50.4,221,222,
1/7/23 8:26,49.9,50,218,218,
1/7/23 8:28,49.7,49.7,221,220,
1/7/23 8:30,50.1,50.1,220,221,
1/7/23 8:32,49.7,49.7,219,219,
1/7/23 8:34,49.8,49.8,220,220,
1/7/23 8:36,49.7,49.7,217,217,
1/7/23 8:38,49.4,49.4,216,216,
1/7/23 8:40,50,50,214,214,
1/7/23 8:42,49.8,49.8,218,219,
1/7/23 8:44,49.8,49.9,214,214,
1/7/23 8:46,50.5,50.5,217,219,
1/7/23 8:48,50,49.9,214,216,
1/7/23 8:50,50,49.9,222,224,
1/7/23 8:52,50,50,216,219,
1/7/23 8:54,49.8,49.9,216,219,
1/7/23 8:56,49.9,50,223,224,
1/7/23 8:58,50,49.9,218,219,
1/7/23 9:00,50,50,218,218,
1/7/23 9:02,50.6,50.4,220,220,
1/7/23 9:04,49.6,49.6,221,221,
1/7/23 9:06,50.1,50.2,221,221,
1/7/23 9:08,50.2,50.1,220,220,
1/7/23 9:10,49.7,49.7,216,216,
1/7/23 9:12,50.2,50.2,222,223,
1/7/23 9:14,50.1,50.1,219,219,
1/7/23 9:16,49.9,49.9,219,218,
1/7/23 9:18,50.3,50.3,222,222,
1/7/23 9:20,50,50.1,223,223,
1/7/23 9:22,49.6,49.5,221,220,
1/7/23 9:24,49.7,49.8,221,221,
1/7/23 9:26,50.6,50.6,220,219,
1/7/23 9:28,50.6,50.5,219,218,
1/7/23 9:30,50.1,50.2,221,221,
1/7/23 9:32,49.9,50,221,220,
1/7/23 9:34,49.7,49.6,219,219,
1/7/23 9:36,49.7,49.8,227,226,
1/7/23 9:38,49.9,49.8,220,219,
1/7/23 9:40,49.7,49.7,223,223,
1/7/23 9:42,49.9,49.8,219,219,
1/7/23 9:44,49.8,49.9,225,224,
1/7/23 9:46,50.3,50.4,226,225,
1/7/23 9:48,50.3,50.4,220,219,
1/7/23 9:50,50.6,50.5,223,223,
1/7/23 9:52,49.9,49.9,220,221,
1/7/23 9:54,50,50,224,223,
1/7/23 9:56,49.8,49.7,223,223,
1/7/23 9:58,50.1,50.1,218,217,
1/7/23 10:00,49.9,49.8,218,217,
1/7/23 10:02,49.8,49.7,220,220,
1/7/23 10:04,49.8,49.8,217,218,
1/7/23 10:06,49.9,49.9,223,223,
1/7/23 10:08,49.9,49.9,225,223,
1/7/23 10:10,49.7,49.7,221,221,
1/7/23 10:12,49.8,49.8,221,219,
1/7/23 10:14,49.6,49.7,217,218,
1/7/23 10:16,50,50,214,214,
1/7/23 10:18,50,50,216,216,
1/7/23 10:20,50.2,50.1,223,222,
1/7/23 10:22,50,49.9,216,215,
1/7/23 10:24,49.9,50,221,221,
1/7/23 10:26,50.1,50.1,216,215,
1/7/23 10:28,50.4,50.4,222,221,
1/7/23 10:30,50,50,222,220,
1/7/23 10:32,49.7,49.7,218,219,
1/7/23 10:34,49.7,49.7,216,216,
1/7/23 10:36,49.9,49.9,214,214,
1/7/23 10:38,50,50,214,213,
1/7/23 10:40,49.8,49.9,223,223,
1/7/23 10:42,49.9,50,221,221,
1/7/23 10:44,50.2,50.2,220,219,
1/7/23 10:46,50.3,50.3,222,222,
1/7/23 10:48,50,50,221,222,
1/7/23 10:50,50.2,50.2,219,219,
1/7/23 10:52,50.3,50.2,216,216,
1/7/23 10:54,49.8,49.5,219,219,
1/7/23 10:56,49.9,49.9,214,214,
1/7/23 10:58,49.9,49.9,223,223,
1/7/23 11:00,50,49.9,221,221,
1/7/23 11:02,49.9,49.9,220,219,
1/7/23 11:04,50.2,50,223,223,
1/7/23 11:06,50.2,50.1,221,221,
1/7/23 11:08,50.6,50.6,216,216,
1/7/23 11:10,50.2,50.1,219,216,
1/7/23 11:12,50.1,50.1,219,219,
1/7/23 11:14,50.1,50.1,219,219,
1/7/23 11:16,49.8,50.1,219,219,
1/7/23 11:18,49.8,49.9,219,217,
1/7/23 11:20,50,50.2,221,222,
1/7/23 11:22,50,49.9,223,223,
1/7/23 11:24,49.8,49.9,222,223,
1/7/23 11:26,49.7,49.8,222,223,
1/7/23 11:28,49.9,50,218,219,
1/7/23 11:30,50,50,221,220,
1/7/23 11:32,50,49.8,221,221,
1/7/23 11:34,49.6,49.5,222,222,
1/7/23 11:36,49.8,49.9,222,222,
1/7/23 11:38,50.4,50.4,219,218,
1/7/23 11:40,49.8,49.8,223,223,
1/7/23 11:42,49.9,50,221,221,
1/7/23 11:44,49.7,49.7,221,221,
1/7/23 11:46,50.2,50.1,221,221,
1/7/23 11:48,49.9,49.9,218,216,
1/7/23 11:50,50,49.9,216,216,
1/7/23 11:52,50.1,50,215,214,
1/7/23 11:54,49.8,49.8,220,219,
1/7/23 11:56,50.2,50.1,216,216,
1/7/23 11:58,49.8,50,214,214,
1/7/23 12:00,50.1,50,215,215,
1/7/23 12:02,49.6,49.8,218,216,
1/7/23 12:04,50.1,50,217,216,
1/7/23 12:06,50.1,50,214,216,
1/7/23 12:08,49.9,50.1,217,216,
1/7/23 12:10,49.8,49.8,214,214,
1/7/23 12:12,50.1,50.1,217,217,
1/7/23 12:14,50.1,50.1,220,220,
1/7/23 12:16,50,50,219,219,
1/7/23 12:18,49.7,49.8,221,221,
1/7/23 12:20,49.9,49.9,220,221,
1/7/23 12:22,49.9,50,218,217,
1/7/23 12:24,50,50,219,217,
1/7/23 12:26,50,49.7,216,216,
1/7/23 12:28,50,50,216,216,
1/7/23 12:30,50.3,50.3,212,212,
1/7/23 12:32,50.3,50.2,214,213,
1/7/23 12:34,50.2,50.3,215,215,
1/7/23 12:36,50,50.1,216,217,
1/7/23 12:38,50,50.1,212,214,
1/7/23 12:40,49.9,49.9,221,219,
1/7/23 12:42,50,49.8,215,214,
1/7/23 12:44,49.7,49.6,213,214,
1/7/23 12:46,49.7,49.7,214,216,
1/7/23 12:48,49.7,49.7,219,219,
1/7/23 12:50,49.8,49.8,218,218,
1/7/23 12:52,50,49.8,221,220,
1/7/23 12:54,49.9,49.9,216,216,
1/7/23 12:56,50.2,50.3,219,220,
1/7/23 12:58,50,50,219,217,
1/7/23 13:00,49.8,49.8,220,220,
1/7/23 13:02,49.8,50,221,219,
1/7/23 13:04,49.9,50,221,220,
1/7/23 13:06,50,50,221,221,
1/7/23 13:08,50.1,50.1,214,214,
1/7/23 13:10,50.1,50.1,221,221,
1/7/23 13:12,50,50.2,220,220,
1/7/23 13:14,50.1,50,220,220,
1/7/23 13:16,50,50.1,219,217,
1/7/23 13:18,50.1,50,217,219,
1/7/23 13:20,50.2,50.1,219,219,
1/7/23 13:22,50.3,50.4,219,220,
1/7/23 13:24,50,50,215,217,
1/7/23 13:26,50,50,219,217,
1/7/23 13:28,49.9,49.9,216,219,
1/7/23 13:30,50.1,50,221,220,
1/7/23 13:32,49.8,49.8,221,220,
1/7/23 13:34,50,50,221,218,
1/7/23 13:36,49.7,49.9,221,220,
1/7/23 13:38,50.3,50.2,220,219,
1/7/23 13:40,50.2,50.3,221,221,
1/7/23 13:42,50.1,50.2,221,221,
1/7/23 13:44,50.3,50.4,221,219,
1/7/23 13:46,50,49.9,219,221,
1/7/23 13:48,50.4,50.3,219,218,
1/7/23 13:50,49.8,49.8,221,221,
1/7/23 13:52,50.1,50.1,219,219,
1/7/23 13:54,49.6,49.6,220,220,
1/7/23 13:56,50.1,50.1,221,221,
1/7/23 13:58,50,50,223,223,
1/7/23 14:00,49.9,49.9,221,221,
1/7/23 14:02,50.6,50.5,221,221,
1/7/23 14:04,50.3,50.3,223,221,
1/7/23 14:06,50.3,50.2,219,220,
1/7/23 14:08,49.8,49.8,221,223,
1/7/23 14:10,49.9,49.9,221,221,
1/7/23 14:12,49.5,49.5,220,221,
1/7/23 14:14,49.6,49.6,223,222,
1/7/23 14:16,49.9,49.8,219,217,
1/7/23 14:18,50,50,220,218,
1/7/23 14:20,50.3,50.3,219,219,
1/7/23 14:22,50.3,50.3,221,221,
1/7/23 14:24,50.4,50.4,220,219,
1/7/23 14:26,49.7,50,220,219,
1/7/23 14:28,49.8,49.8,217,219,
1/7/23 14:30,49.8,49.6,216,217,
1/7/23 14:32,49.6,49.6,214,214,
1/7/23 14:34,49.9,49.9,214,215,
1/7/23 14:36,50,50.1,216,216,
1/7/23 14:38,49.9,49.8,214,214,
1/7/23 14:40,50.2,50.1,216,216,
1/7/23 14:42,49.9,49.8,216,216,
1/7/23 14:44,50,49.9,213,214,
1/7/23 14:46,50,49.8,214,215,
1/7/23 14:48,49.8,50,218,218,
1/7/23 14:50,50.2,50.3,218,218,
1/7/23 14:52,50,50,221,218,
1/7/23 14:54,49.7,49.6,218,217,
1/7/23 14:56,49.8,49.8,218,218,
1/7/23 14:58,49.9,49.9,219,219,
1/7/23 15:00,50,50,218,217,
1/7/23 15:02,49.8,49.6,216,216,
1/7/23 15:04,50.1,50.1,216,217,
1/7/23 15:06,50.1,50.1,218,218,
1/7/23 15:08,50.2,50.2,219,219,
1/7/23 15:10,50.3,50.4,216,216,
1/7/23 15:12,50.1,50.1,209,210,
1/7/23 15:14,49.9,50,209,209,
1/7/23 15:16,49.7,49.7,212,211,
1/7/23 15:18,50.2,50.1,215,216,
1/7/23 15:20,49.8,49.8,215,216,
1/7/23 15:22,50.2,50.1,215,215,
1/7/23 15:24,49.8,49.8,216,216,
1/7/23 15:26,49.6,49.6,216,216,
1/7/23 15:28,49.8,49.9,214,215,
1/7/23 15:30,49.6,49.7,217,218,
1/7/23 15:32,49.7,49.7,215,216,
1/7/23 15:34,50.1,49.9,215,214,
1/7/23 15:36,50.1,50.1,215,214,
1/7/23 15:38,50.1,50.1,216,215,
1/7/23 15:40,50,50,211,211,
1/7/23 15:42,49.9,49.8,216,216,
1/7/23 15:44,50,50.1,209,209,
1/7/23 15:46,50.2,50.1,214,216,
1/7/23 15:48,50.1,49.9,219,217,
1/7/23 15:50,49.6,49.6,219,217,
1/7/23 15:52,49.9,49.8,217,217,
1/7/23 15:54,49.8,49.9,213,214,
1/7/23 15:56,49.9,49.9,215,214,
1/7/23 15:58,50.1,50,214,216,
1/7/23 16:00,50,50.1,211,211,
1/7/23 16:02,50.2,50.1,213,213,
1/7/23 16:04,49.8,49.9,213,214,
1/7/23 16:06,50.2,50.2,217,217,
1/7/23 16:08,49.8,49.7,216,216,
1/7/23 16:10,50.1,50.1,214,214,
1/7/23 16:12,50,50,213,213,
1/7/23 16:14,50.1,50.2,219,219,
1/7/23 16:16,50,50,219,220,
1/7/23 16:18,50,50.1,219,219,
1/7/23 16:20,49.9,50,221,220,
1/7/23 16:22,50.4,50.3,216,216,
1/7/23 16:24,50,50.2,217,218,
1/7/23 16:26,50.2,50.1,220,219,
1/7/23 16:28,50.2,50.3,222,222,
1/7/23 16:30,49.8,49.8,222,223,
1/7/23 16:32,50,50.1,220,221,
1/7/23 16:34,50.2,50.2,221,222,
1/7/23 16:36,50.1,50.2,222,223,
1/7/23 16:38,50,50,221,221,
1/7/23 16:40,49.6,49.6,223,223,
1/7/23 16:42,49.8,49.8,221,222,
1/7/23 16:44,50.1,50,221,221,
1/7/23 16:46,49.7,49.7,221,221,
1/7/23 16:48,49.7,49.9,223,223,
1/7/23 16:50,49.9,49.8,224,224,
1/7/23 16:52,49.5,49.5,224,224,
1/7/23 16:54,50,49.9,221,222,
1/7/23 16:56,50,50,225,226,
1/7/23 16:58,50.1,50,226,226,
1/7/23 17:00,50.1,50.2,224,224,
1/7/23 17:02,50,50,223,224,
1/7/23 17:04,49.7,49.8,222,222,
1/7/23 17:06,50,50,222,223,
1/7/23 17:08,50.1,50,222,221,
1/7/23 17:10,50,50,223,223,
1/7/23 17:12,49.9,49.8,223,224,
1/7/23 17:14,49.8,49.7,222,223,
1/7/23 17:16,49.9,49.9,223,223,
1/7/23 17:18,50.3,50.4,224,223,
1/7/23 17:20,50,50,224,223,
1/7/23 17:22,49.6,49.6,223,223,
1/7/23 17:24,50,50,223,223,
1/7/23 17:26,50,50,221,221,
1/7/23 17:28,50.1,50,222,222,
1/7/23 17:30,49.9,49.9,221,221,
1/7/23 17:32,49.8,49.9,223,223,
1/7/23 17:34,49.9,49.9,221,222,
1/7/23 17:36,49.8,49.9,221,221,
1/7/23 17:38,49.8,49.9,221,221,
1/7/23 17:40,50.2,50.2,222,221,
1/7/23 17:42,50,49.9,222,222,
1/7/23 17:44,49.7,49.6,221,221,
1/7/23 17:46,50.1,50.1,221,221,
1/7/23 17:48,50.1,50.1,220,220,
1/7/23 17:50,50.1,50.1,221,220,
1/7/23 17:52,49.8,49.8,219,219,
1/7/23 17:54,49.9,49.9,217,218,
1/7/23 17:56,49.8,49.9,220,220,
1/7/23 17:58,50.2,50.1,220,221,
1/7/23 18:00,50.5,50.5,222,223,
1/7/23 18:02,49.9,49.8,219,219,
1/7/23 18:04,50,50,222,222,
1/7/23 18:06,49.9,49.9,220,221,
1/7/23 18:08,50,50,223,223,
1/7/23 18:10,50,50,221,222,
1/7/23 18:12,49.8,49.8,223,223,
1/7/23 18:14,50,50,222,222,
1/7/23 18:16,49.8,49.7,222,223,
1/7/23 18:18,49.9,50,222,221,
1/7/23 18:20,50.4,50.3,221,221,
1/7/23 18:22,50.1,50.2,220,221,
1/7/23 18:24,50,50,219,219,
1/7/23 18:26,50.2,50.2,217,217,
1/7/23 18:28,50.2,50.1,218,219,
1/7/23 18:30,49.9,49.9,221,221,
1/7/23 18:32,49.8,49.9,221,221,
1/7/23 18:34,49.7,49.6,221,221,
1/7/23 18:36,49.9,49.8,222,223,
1/7/23 18:38,49.9,50,221,221,
1/7/23 18:40,49.8,49.9,220,220,
1/7/23 18:42,50.3,50.4,219,219,
1/7/23 18:44,50,50,217,218,
1/7/23 18:46,50.1,50,216,217,
1/7/23 18:48,49.8,49.8,216,216,
1/7/23 18:50,49.9,50,216,216,
1/7/23 18:52,50.3,50.3,216,216,
1/7/23 18:54,50,49.9,216,216,
1/7/23 18:56,50,50,217,217,
1/7/23 18:58,49.9,49.9,216,217,
1/7/23 19:00,50,50,217,217,
1/7/23 19:02,50.2,50.3,216,216,
1/7/23 19:04,50,50,216,216,
1/7/23 19:06,49.7,49.8,216,216,
1/7/23 19:08,49.9,49.8,216,216,
1/7/23 19:10,50,50.1,216,216,
1/7/23 19:12,50,50,216,216,
1/7/23 19:14,50.3,50.2,216,216,
1/7/23 19:16,50,50,216,216,
1/7/23 19:18,50.1,50.1,216,216,
1/7/23 19:20,50,49.9,214,214,
1/7/23 19:22,49.9,49.9,214,214,
1/7/23 19:24,50.2,50.1,214,214,
1/7/23 19:26,50.1,50.2,216,216,
1/7/23 19:28,50,50,215,215,
1/7/23 19:30,50,50,215,215,
1/7/23 19:32,49.9,49.9,214,214,
1/7/23 19:34,49.9,50,215,215,
1/7/23 19:36,50,50.1,214,214,
1/7/23 19:38,49.9,50,213,214,
1/7/23 19:40,50.1,50.1,214,214,
1/7/23 19:42,50.1,50.1,215,215,
1/7/23 19:44,49.9,49.9,215,215,
1/7/23 19:46,50,49.9,214,214,
1/7/23 19:48,50,50,214,214,
1/7/23 19:50,50.2,50.2,214,214,
1/7/23 19:52,50,50.1,212,212,
1/7/23 19:54,50.2,50.2,214,214,
1/7/23 19:56,49.9,50,209,209,
1/7/23 19:58,50.1,50.1,209,209,
1/7/23 20:00,50.1,50,209,209,
1/7/23 20:02,49.9,50,209,209,
1/7/23 20:04,49.9,49.9,209,209,
1/7/23 20:06,50,50,210,210,
1/7/23 20:08,49.7,49.7,215,216,
1/7/23 20:10,50,50.1,215,215,
1/7/23 20:12,50,50,215,215,
1/7/23 20:14,50.1,50.2,216,216,
1/7/23 20:16,49.9,49.9,216,216,
1/7/23 20:18,50,49.9,215,216,
1/7/23 20:20,49.9,49.9,215,216,
